Integrate from Crystallize 11.21
Run name:	PM1_simple2E
Number of crystals:	2800
Total volume:	8
51	0.8600	0.3400	1.1600	0.08643	1823000	450.799
52	0.1600	0.6800	1.6800	0.06646	1826000	450.825
53	0.1000	0.6200	1.6200	0.07510	1840000	450.947
54	0.8000	0.4400	1.6400	0.08233	1855000	451.077
55	0.8600	0.3600	0.2800	0.05657	1861000	451.129
56	1.2800	0.2400	0.0600	0.06727	1877000	451.267
57	1.3800	0.4800	1.6800	0.07370	1880000	451.293
58	0.4400	0.8000	1.5400	0.06621	1889000	451.371
59	0.2400	1.5400	0.7000	0.07009	1912000	451.571
60	0.9600	1.1800	0.7400	0.06906	1940000	451.813
61	1.5800	1.0600	1.0000	0.07635	1945000	451.857
62	1.2200	0.7600	0.1800	0.07441	1947000	451.874
63	1.3000	0.3000	0.1400	0.03150	1947000	451.874
64	1.1800	1.5600	1.4200	0.06108	1957000	451.961
65	1.5000	0.7400	1.7800	0.07610	1966000	452.039
66	1.0800	1.0400	0.7200	0.07030	1973000	452.099
67	1.5000	0.6200	0.0800	0.08098	1973000	452.099
68	1.4600	0.4400	0.9400	0.06674	1987000	452.221
69	1.0800	0.3800	0.3200	0.07563	2002000	452.351
70	1.5000	1.7400	1.0000	0.05561	2027000	452.567
71	1.8800	1.9400	1.3000	0.06336	2028000	452.576
72	0.9200	0.3600	0.3400	0.06976	2040000	452.68
73	1.6000	1.1800	0.9000	0.06850	2043000	452.706
74	1.4000	0.7000	0.0200	0.05200	2068000	452.923
75	1.4800	1.4600	0.5000	0.07480	2069000	452.931
76	0.5000	0.5400	0.0800	0.07267	2080000	453.027
77	1.8600	0.4400	0.4000	0.07137	2090000	453.113
78	1.6400	1.9400	0.3600	0.05881	2099000	453.191
79	0.7600	1.6800	0.6800	0.05557	2115000	453.33
80	1.4800	0.2000	0.4400	0.06722	2119000	453.365
81	0.1000	0.4000	0.1000	0.07458	2125000	453.417
82	0.6000	1.4200	1.9200	0.05256	2126000	453.425
83	1.4200	0.4400	0.9600	0.04853	2130000	453.46
84	1.1000	0.1600	0.2600	0.05506	2135000	453.503
85	1.8800	1.5800	0.8200	0.07716	2143000	453.573
86	0.7600	1.6400	0.1600	0.06921	2145000	453.59
87	1.1400	0.5400	0.4200	0.04321	2145000	453.59
88	0.2000	0.5200	1.6000	0.08333	2150000	453.633
89	1.0400	0.2200	1.7600	0.08960	2158000	453.703
90	1.4800	1.3000	1.7400	0.07215	2179000	453.885
91	1.7800	1.4400	1.1200	0.06350	2191000	453.989
92	0.5600	0.8400	1.0400	0.06465	2195000	454.023
93	1.4600	1.8000	0.9200	0.05280	2196000	454.032
94	0.8800	0.3200	0.0200	0.05689	2198000	454.049
95	1.0800	1.9600	0.3000	0.05272	2199000	454.058
96	1.2600	0.5600	1.8600	0.06674	2200000	454.067
97	0.8200	0.9600	0.2200	0.08361	2201000	454.075
98	0.4800	0.3800	1.6000	0.06529	2202000	454.084
99	0.1000	0.4000	1.0200	0.07891	2202000	454.084
100	0.7800	0.6800	0.4400	0.06698	2207000	454.127
101	0.4400	0.7000	0.3400	0.08611	2213000	454.179
102	0.9400	0.9400	0.1600	0.06873	2222000	454.257
103	0.9600	0.8200	0.5600	0.06375	2230000	454.327
104	1.5600	0.1600	0.9000	0.06769	2239000	454.405
105	1.0600	0.9200	1.6200	0.05755	2239000	454.405
106	1.9000	1.8800	0.8200	0.07638	2252000	454.517
107	1.4000	1.4200	0.2600	0.05502	2261000	454.595
108	1.0000	1.7400	0.0800	0.07497	2263000	454.613
109	1.5200	0.8800	1.6600	0.07627	2268000	454.656
110	1.3600	0.8000	0.1200	0.07791	2273000	454.699
111	1.2600	1.2000	0.7600	0.04955	2287000	454.821
112	0.9600	1.6400	1.0000	0.06447	2290000	454.847
113	0.2000	0.5400	1.9000	0.08332	2297000	454.907
114	1.0800	0.8600	0.6800	0.06571	2306000	454.985
115	0.0800	0.4000	1.2400	0.07313	2318000	455.089
116	1.9600	0.4800	1.6400	0.06548	2318000	455.089
117	1.9200	0.1800	1.4600	0.08114	2326000	455.159
118	1.8000	0.6800	0.3400	0.06974	2329000	455.185
119	0.8800	1.2600	1.7400	0.07871	2338000	455.263
120	1.0200	0.4600	1.7000	0.06746	2340000	455.28
121	0.1400	0.3200	0.5600	0.09263	2356000	455.419
122	0.8400	1.4000	0.2600	0.07086	2358000	455.436
123	1.8400	1.9400	1.6400	0.06936	2363000	455.479
124	0.5200	1.0200	1.8800	0.06986	2363000	455.479
125	0.8800	0.6600	0.3200	0.07195	2371000	455.549
126	1.9200	0.2000	1.1200	0.07884	2373000	455.566
127	0.5800	0.9200	1.2600	0.06745	2374000	455.575
128	1.7800	1.2600	1.2600	0.05519	2384000	455.661
129	0.4200	0.8400	1.9600	0.05462	2399000	455.791
130	0.0200	1.2600	0.1000	0.06612	2401000	455.809
131	1.5600	1.4200	0.9200	0.06686	2409000	455.878
132	1.4200	0.2800	1.6000	0.06058	2411000	455.895
133	1.1400	0.6200	1.1000	0.07008	2414000	455.921
134	1.3000	0.2800	0.1200	0.03711	2428000	456.043
135	1.8000	0.1200	1.0600	0.06175	2437000	456.121
136	0.7400	0.9800	1.9600	0.03880	2450000	456.233
137	1.2200	1.0600	0.3200	0.06021	2451000	456.242
138	1.8200	0.5600	0.2600	0.06879	2452000	456.251
139	1.8000	1.1400	1.1600	0.05604	2455000	456.277
140	0.1400	1.7000	1.5200	0.07644	2457000	456.294
141	1.1800	0.9200	1.0800	0.06453	2470000	456.407
142	0.9400	1.8400	1.6600	0.07702	2471000	456.415
143	0.4600	0.9400	0.4400	0.06831	2471000	456.415
144	1.3800	1.1800	0.8600	0.05526	2483000	456.519
145	1.7000	1.1600	0.2800	0.06748	2484000	456.528
146	1.6800	1.0600	1.4200	0.05358	2485000	456.537
147	0.1200	1.1400	0.6200	0.05748	2495000	456.623
148	1.6200	0.5600	0.8200	0.08428	2498000	456.649
149	0.9200	1.8800	1.3400	0.07230	2499000	456.658
150	1.3600	0.3000	0.4600	0.06907	2504000	456.701
151	1.3600	1.7600	0.4600	0.06893	2515000	456.797
152	0.5200	1.4800	0.9600	0.07057	2519000	456.831
153	0.3000	0.3200	1.3600	0.06362	2528000	456.909
154	0.0200	0.7000	1.2600	0.06805	2530000	456.927
155	0.8800	0.8400	1.7600	0.05744	2535000	456.97
156	1.4000	0.2200	1.1000	0.06281	2540000	457.013
157	1.3200	1.9200	0.8000	0.05637	2543000	457.039
158	0.9600	0.4400	1.1400	0.06434	2543000	457.039
159	1.0000	1.1400	0.5800	0.06109	2549000	457.091
160	0.1600	1.6200	1.3000	0.08487	2563000	457.213
161	0.5400	0.5000	0.7000	0.07452	2564000	457.221
162	0.5600	1.7000	1.7800	0.06328	2574000	457.308
163	0.9200	0.4200	0.2200	0.06807	2579000	457.351
164	1.4600	0.6000	0.3200	0.06734	2579000	457.351
165	1.2000	1.0800	0.2600	0.06446	2583000	457.386
166	1.7600	1.1400	1.1400	0.05275	2595000	457.49
167	0.5000	1.9600	1.2200	0.05984	2600000	457.533
168	0.8200	1.5600	1.1000	0.04837	2609000	457.611
169	0.4600	1.2600	0.5400	0.07214	2624000	457.741
170	1.3800	1.9400	0.9000	0.06180	2629000	457.785
171	0.5400	0.3600	0.9400	0.05676	2639000	457.871
172	0.2800	0.2400	1.4200	0.06920	2640000	457.88
173	0.3400	1.0800	1.4200	0.04802	2645000	457.923
174	0.6800	1.5800	0.3800	0.06776	2657000	458.027
175	1.8600	0.0600	1.9400	0.07645	2669000	458.131
176	1.9000	1.8200	1.4200	0.06662	2674000	458.175
177	1.4400	1.7600	0.9600	0.05373	2676000	458.192
178	0.5400	0.8400	0.8200	0.05959	2680000	458.227
179	1.2600	1.3600	1.2200	0.06681	2687000	458.287
180	1.2000	0.5400	0.3800	0.06239	2697000	458.374
181	1.4400	0.7400	1.4800	0.07066	2701000	458.409
182	0.5400	0.3600	0.5600	0.08477	2706000	458.452
183	1.9600	0.9800	0.5800	0.04525	2709000	458.478
184	0.7400	1.7400	1.0000	0.06686	2710000	458.487
185	1.5200	0.2000	0.6200	0.07384	2715000	458.53
186	0.8800	1.7000	1.5800	0.07117	2719000	458.565
187	1.8200	1.4800	0.2000	0.07759	2720000	458.573
188	1.0600	0.2000	0.1400	0.07549	2733000	458.686
189	0.8400	0.5800	0.9600	0.06295	2734000	458.695
190	0.8000	0.2400	1.8200	0.06628	2738000	458.729
191	1.6800	1.2200	0.1400	0.04262	2747000	458.807
192	0.5800	0.8800	1.0800	0.06587	2751000	458.842
193	1.1000	0.4200	1.6000	0.07631	2754000	458.868
194	1.8200	1.4000	0.4600	0.06416	2756000	458.885
195	0.6200	1.7200	0.5800	0.05918	2763000	458.946
196	0.1800	0.2800	0.0800	0.07819	2766000	458.972
197	0.5200	1.2600	0.1400	0.07771	2770000	459.007
198	0.3000	1.5200	0.0600	0.07055	2771000	459.015
199	1.3600	1.9600	0.7200	0.04476	2771000	459.015
200	1.3600	1.6800	0.0800	0.07199	2793000	459.206
201	0.6200	1.7400	1.4400	0.07140	2796000	459.232
202	0.8200	0.5600	1.9600	0.06627	2815000	459.397
203	0.7200	0.2000	1.5400	0.06656	2821000	459.449
204	0.7000	1.2000	0.2800	0.06363	2822000	459.457
205	0.8800	1.0600	0.0200	0.07589	2822000	459.457
206	0.9200	1.3200	1.3800	0.09239	2828000	459.509
207	0.6600	1.0400	1.8600	0.05885	2828000	459.509
208	0.6000	1.7400	1.7200	0.05983	2830000	459.527
209	1.3200	0.3200	0.0800	0.05053	2836000	459.579
210	0.7400	1.5000	1.7000	0.06719	2841000	459.622
211	1.4800	0.3400	0.4000	0.07267	2844000	459.648
212	0.2600	1.0400	1.4400	0.06440	2860000	459.787
213	1.7400	0.0600	1.9200	0.05324	2869000	459.865
214	0.0400	0.8200	0.8600	0.05867	2870000	459.873
215	1.4000	0.3200	0.8000	0.05785	2875000	459.917
216	1.0200	1.7600	0.4400	0.07492	2883000	459.986
217	0.0200	1.5600	1.1200	0.04988	2884000	459.995
218	0.5800	1.4400	1.9600	0.04418	2884000	459.995
219	0.9800	1.4400	1.7600	0.05873	2887000	460.021
220	0.5600	1.1000	0.2600	0.07136	2889000	460.038
221	1.2400	1.7400	0.4800	0.05439	2895000	460.09
222	1.7600	1.0000	1.1800	0.07092	2896000	460.099
223	1.2800	1.3600	0.1000	0.09191	2904000	460.168
224	0.4600	0.4200	1.4800	0.04922	2907000	460.194
225	1.6800	0.0400	1.8800	0.04434	2909000	460.211
226	0.7400	0.2000	1.4800	0.04505	2921000	460.315
227	1.9400	1.0400	0.1400	0.07506	2930000	460.393
228	0.3000	1.5600	0.9800	0.05806	2943000	460.506
229	1.3800	1.8400	1.8400	0.08223	2961000	460.662
230	0.7800	0.4000	1.5000	0.06750	2966000	460.705
231	1.6800	0.8000	1.1200	0.06383	2966000	460.705
232	0.5400	0.2600	1.4400	0.05410	2969000	460.731
233	0.1200	0.2200	1.3000	0.05444	2986000	460.879
234	1.3000	1.9000	1.2800	0.06149	2989000	460.905
235	1.6600	0.7200	0.4200	0.07093	2989000	460.905
236	1.1600	0.3400	0.5200	0.06081	2989000	460.905
237	1.5400	1.0600	1.6000	0.05923	2990000	460.913
238	1.6400	0.9400	1.9400	0.06216	2992000	460.931
239	1.8000	0.6000	0.0600	0.05863	2996000	460.965
240	1.4000	0.5600	0.8000	0.07421	3000000	461
241	1.3200	1.5400	0.7800	0.07698	3001000	461.009
242	0.5800	1.2000	0.8600	0.07663	3010000	461.087
243	1.0400	1.6400	1.6400	0.05362	3027000	461.234
244	1.8000	0.2600	1.2000	0.06057	3029000	461.251
245	1.1600	1.4800	0.4600	0.05670	3033000	461.286
246	0.6400	1.1600	1.2600	0.08182	3034000	461.295
247	0.5400	1.1000	1.7600	0.06411	3040000	461.347
248	1.6000	0.4400	0.5600	0.07401	3044000	461.381
249	1.6800	1.1800	0.1000	0.07698	3045000	461.39
250	1.0200	0.0400	0.6800	0.06386	3053000	461.459
251	0.4200	1.5000	1.6800	0.05422	3066000	461.572
252	1.2200	0.7600	1.6000	0.05360	3072000	461.624
253	1.1000	0.7600	0.5400	0.05808	3076000	461.659
254	0.7400	1.5000	0.3600	0.06972	3078000	461.676
255	0.7400	0.8000	0.1200	0.07136	3081000	461.702
256	1.7000	1.5600	0.6800	0.07187	3091000	461.789
257	1.1200	0.2400	0.5000	0.06120	3108000	461.936
258	1.0600	0.3200	1.0200	0.07132	3109000	461.945
259	0.8800	0.1800	1.7600	0.06863	3109000	461.945
260	0.9400	0.5200	1.2200	0.06406	3111000	461.962
261	1.1400	1.4400	0.4600	0.04420	3122000	462.057
262	1.6200	0.4800	1.0800	0.08145	3129000	462.118
263	1.8800	0.8400	1.3600	0.08153	3136000	462.179
264	0.5800	0.5200	1.1600	0.06284	3137000	462.187
265	1.3200	0.9400	1.5200	0.06807	3156000	462.352
266	1.0000	0.5800	1.5200	0.07577	3163000	462.413
267	1.0800	1.0200	0.9600	0.05826	3165000	462.43
268	1.3600	1.4600	1.8200	0.06471	3167000	462.447
269	0.7000	1.0400	0.9800	0.07706	3167000	462.447
270	1.3600	0.6800	1.6600	0.06621	3172000	462.491
271	1.7200	1.2400	0.8400	0.07916	3173000	462.499
272	1.5000	1.6800	0.6200	0.06279	3175000	462.517
273	1.4200	0.6400	0.6000	0.06051	3179000	462.551
274	1.4800	1.4600	0.2000	0.07114	3182000	462.577
275	0.0400	1.0400	1.3200	0.06271	3194000	462.681
276	0.6200	1.7000	1.5400	0.07646	3196000	462.699
277	1.0400	0.2000	0.5800	0.05693	3206000	462.785
278	1.1400	1.0200	1.3200	0.06520	3206000	462.785
279	1.2200	0.3400	0.0600	0.04903	3206000	462.785
280	0.3800	0.4600	0.0400	0.06428	3227000	462.967
281	0.6000	0.6000	1.0400	0.06853	3238000	463.063
282	0.1600	0.4600	0.7600	0.06806	3243000	463.106
283	1.9000	0.8000	0.6000	0.07826	3243000	463.106
284	1.3600	0.1200	0.9800	0.05986	3260000	463.253
285	0.7000	0.2200	1.4200	0.04772	3266000	463.305
286	1.1400	1.7200	0.4400	0.05045	3267000	463.314
287	0.1600	1.1600	0.6800	0.07019	3289000	463.505
288	0.8800	0.8600	0.2800	0.07116	3316000	463.739
289	1.3000	0.5400	0.2600	0.06191	3319000	463.765
290	1.3200	1.1200	1.5200	0.06219	3325000	463.817
291	0.4200	0.6400	0.1200	0.05637	3325000	463.817
292	1.0800	0.5200	0.4200	0.04701	3341000	463.955
293	0.8600	0.9400	1.9400	0.06327	3355000	464.077
294	1.1600	0.4000	0.1000	0.04533	3358000	464.103
295	1.2600	0.3200	1.6400	0.08483	3367000	464.181
296	0.4800	1.1400	1.1600	0.06160	3374000	464.241
297	0.3800	0.8600	0.5800	0.08890	3384000	464.328
298	1.3600	1.4600	0.2800	0.06176	3385000	464.337
299	0.4600	0.7600	1.2400	0.05986	3386000	464.345
300	1.9200	0.9800	0.6000	0.05873	3404000	464.501
301	1.4200	1.7400	0.0200	0.04954	3405000	464.51
302	1.0600	0.5000	1.1800	0.06198	3406000	464.519
303	0.7200	0.4000	0.4800	0.06269	3408000	464.536
304	1.3800	1.1800	0.2800	0.07374	3420000	464.64
305	0.1600	1.6200	1.8000	0.07707	3420000	464.64
306	0.3800	1.2600	1.7000	0.06172	3423000	464.666
307	0.4200	1.8000	1.6400	0.07705	3426000	464.692
308	0.8200	0.6400	0.8600	0.05052	3429000	464.718
309	1.3000	1.1200	0.7000	0.06001	3430000	464.727
310	0.1600	1.8800	0.2400	0.06441	3432000	464.744
311	0.0200	1.2800	1.6200	0.07068	3438000	464.796
312	0.4800	0.5000	0.2400	0.07144	3454000	464.935
313	1.0600	0.2800	0.4800	0.06054	3460000	464.987
314	1.7600	1.8400	1.1400	0.07567	3484000	465.195
315	0.2400	0.3800	1.8000	0.07016	3500000	465.333
316	1.3400	0.8600	0.4600	0.07933	3505000	465.377
317	0.5000	1.8200	0.3200	0.07815	3516000	465.472
318	1.3200	0.6600	0.6000	0.06111	3520000	465.507
319	0.2800	0.0400	0.5400	0.07679	3521000	465.515
320	0.6600	0.4400	0.5000	0.06332	3524000	465.541
321	0.1200	0.0400	0.1000	0.07173	3527000	465.567
322	0.7000	1.5800	0.8400	0.07073	3532000	465.611
323	1.4800	0.0200	1.1400	0.06428	3536000	465.645
324	0.3400	1.8000	1.3400	0.07764	3537000	465.654
325	1.9400	0.9200	0.6400	0.05934	3542000	465.697
326	0.5000	1.9600	0.7800	0.05949	3545000	465.723
327	1.8800	0.6800	0.5200	0.07050	3550000	465.767
328	1.2200	0.6800	1.7000	0.07390	3568000	465.923
329	1.9600	1.0600	0.9000	0.05379	3571000	465.949
330	0.0600	1.5000	1.0600	0.06471	3573000	465.966
331	0.2400	1.4600	0.6000	0.08151	3576000	465.992
332	0.6000	0.4200	0.9200	0.06428	3578000	466.009
333	0.2800	0.3600	0.6600	0.08914	3588000	466.096
334	0.2200	1.3600	1.0800	0.07949	3589000	466.105
335	0.9200	0.0600	1.1600	0.06036	3595000	466.157
336	0.3000	1.5600	0.8800	0.06265	3601000	466.209
337	1.1400	1.3200	0.5800	0.07236	3609000	466.278
338	0.8400	0.6600	1.0800	0.07246	3610000	466.287
339	0.1400	1.0000	0.6000	0.07184	3611000	466.295
340	0.1600	0.5800	0.9600	0.08796	3613000	466.313
341	0.5400	0.1400	1.1800	0.07909	3615000	466.33
342	0.5600	1.2600	1.3800	0.08267	3618000	466.356
343	1.2600	0.0400	0.6200	0.07716	3624000	466.408
344	0.1200	1.1000	0.4400	0.06500	3630000	466.46
345	0.0200	1.0600	1.2600	0.04926	3637000	466.521
346	1.2400	1.8400	0.3000	0.06296	3641000	466.555
347	0.3400	0.3200	1.2200	0.05638	3641000	466.555
348	0.2600	0.7200	1.2400	0.07227	3654000	466.668
349	1.3000	0.2600	0.8800	0.05725	3662000	466.737
350	1.0200	0.8000	0.9000	0.06128	3664000	466.755
351	0.6000	0.5800	1.1200	0.05660	3674000	466.841
352	1.3400	1.9000	1.2800	0.07085	3689000	466.971
353	0.0400	1.0800	0.2200	0.08174	3710000	467.153
354	0.9600	0.8000	0.8200	0.06248	3714000	467.188
355	0.2800	1.9000	0.0200	0.06787	3716000	467.205
356	0.7800	0.7000	0.8200	0.06740	3717000	467.214
357	0.3800	1.7800	0.5400	0.06718	3724000	467.275
358	1.3000	0.0400	0.7000	0.07216	3734000	467.361
359	1.2400	1.2800	1.3800	0.06038	3737000	467.387
360	1.1200	0.1600	0.2000	0.04580	3747000	467.474
361	0.2400	0.5600	0.1400	0.08162	3749000	467.491
362	1.3600	1.5000	1.3800	0.06215	3753000	467.526
363	0.5400	0.3000	1.9400	0.08013	3753000	467.526
364	0.3200	0.1400	1.6200	0.06992	3754000	467.535
365	0.1600	0.9400	0.7200	0.07508	3758000	467.569
366	1.4000	0.9600	0.9000	0.07844	3764000	467.621
367	0.0800	1.9600	0.0600	0.05913	3765000	467.63
368	1.4600	1.2200	0.5800	0.05692	3769000	467.665
369	0.5000	1.7000	0.0600	0.06812	3777000	467.734
370	0.8000	0.2200	1.8000	0.05998	3778000	467.743
371	1.5000	1.2400	1.4000	0.06726	3778000	467.743
372	1.9400	0.7000	0.4000	0.07034	3788000	467.829
373	1.1800	0.8600	1.0000	0.05153	3790000	467.847
374	0.2400	0.9600	0.4000	0.06636	3790000	467.847
375	1.2200	1.8000	0.0600	0.06775	3797000	467.907
376	0.9600	0.8600	0.2200	0.05503	3797000	467.907
377	0.3800	1.8400	0.7000	0.07742	3799000	467.925
378	1.2600	0.3000	0.7200	0.06736	3802000	467.951
379	1.4400	1.1000	1.0400	0.08553	3808000	468.003
380	0.6200	0.4000	1.5000	0.05769	3809000	468.011
381	1.2600	0.5000	1.4600	0.06732	3814000	468.055
382	0.8200	1.5800	1.1000	0.05696	3818000	468.089
383	0.6400	1.4800	0.1400	0.07405	3833000	468.219
384	0.2400	0.5800	1.3200	0.07278	3834000	468.228
385	1.4600	1.3600	1.0200	0.06011	3839000	468.271
386	0.6600	1.8800	1.4800	0.06640	3842000	468.297
387	1.0000	1.5200	1.5400	0.07187	3842000	468.297
388	1.0200	1.2600	1.1800	0.09399	3846000	468.332
389	0.0400	0.8400	0.9400	0.06447	3854000	468.401
390	1.4400	0.9600	1.5400	0.05825	3857000	468.427
391	1.9400	0.8400	1.0200	0.07755	3857000	468.427
392	0.8200	1.7200	0.5800	0.07399	3859000	468.445
393	1.5000	0.2800	0.5400	0.06321	3864000	468.488
394	0.4600	0.2200	1.4400	0.05562	3873000	468.566
395	1.3400	0.5200	0.5800	0.06811	3876000	468.592
396	1.6400	0.5600	1.3000	0.07468	3881000	468.635
397	1.2600	0.2400	0.6600	0.07083	3892000	468.731
398	1.8600	1.7200	1.3400	0.06860	3893000	468.739
399	0.1800	0.3200	0.8400	0.08590	3894000	468.748
400	0.9600	1.0800	1.7200	0.06671	3894000	468.748
401	0.7600	0.2200	0.2600	0.07819	3898000	468.783
402	1.1400	1.2600	0.0400	0.07989	3907000	468.861
403	0.6800	0.2000	0.8000	0.07236	3912000	468.904
404	1.5000	0.8800	1.1800	0.08023	3921000	468.982
405	0.1000	0.1400	1.7000	0.05812	3942000	469.164
406	0.6400	1.0000	1.3800	0.08331	3948000	469.216
407	0.7400	1.4400	1.5200	0.08120	3958000	469.303
408	0.7400	0.4000	0.8600	0.07639	3965000	469.363
409	1.7200	0.7600	1.1200	0.06372	3966000	469.372
410	0.0200	0.4800	0.8800	0.05707	3968000	469.389
411	1.6600	0.0200	0.0200	0.07333	3969000	469.398
412	1.8400	0.9000	1.8600	0.06453	3980000	469.493
413	0.8400	1.4800	1.6400	0.06523	3981000	469.502
414	1.5600	1.5400	1.1000	0.07009	3981000	469.502
415	0.8200	1.8800	0.2000	0.07321	3986000	469.545
416	1.2200	1.8200	0.8600	0.06960	4007000	469.727
417	0.2800	0.0600	0.3800	0.06863	4017000	469.814
418	0.9800	1.0600	1.0000	0.05912	4029000	469.918
419	0.5000	0.6600	0.7400	0.06741	4036000	469.979
420	0.7000	0.2600	0.1400	0.05788	4041000	470.022
421	1.6800	0.9600	0.7400	0.06284	4044000	470.048
422	0.8800	0.6000	0.1600	0.05823	4047000	470.074
423	1.7200	0.8400	0.7800	0.07246	4049000	470.091
424	1.9600	1.8600	1.8800	0.05172	4051000	470.109
425	1.0400	1.7000	1.7000	0.06260	4055000	470.143
426	0.2600	1.3600	0.8200	0.08028	4057000	470.161
427	1.6800	1.8000	1.8000	0.04780	4069000	470.265
428	1.3600	1.7400	1.1800	0.08056	4076000	470.325
429	0.0600	1.0200	1.8400	0.06051	4080000	470.36
430	1.7800	0.3400	1.0600	0.07947	4082000	470.377
431	0.2400	1.1400	0.9000	0.05318	4089000	470.438
432	1.1000	1.6800	1.0800	0.06007	4095000	470.49
433	1.6200	0.1000	1.6600	0.07797	4099000	470.525
434	0.8600	0.5800	0.2600	0.05638	4102000	470.551
435	0.3600	1.6400	0.8000	0.07499	4105000	470.577
436	0.5600	0.6000	1.3600	0.06069	4118000	470.689
437	0.7800	1.9000	1.8600	0.08602	4125000	470.75
438	1.5200	1.7800	1.3000	0.07742	4128000	470.776
439	1.2800	0.3200	0.0200	0.03674	4131000	470.802
440	1.7000	0.4800	1.3600	0.06909	4132000	470.811
441	1.9600	0.1800	1.7400	0.06881	4133000	470.819
442	0.8800	1.0000	1.7400	0.06049	4137000	470.854
443	1.2200	0.5400	0.6800	0.05961	4138000	470.863
444	1.1200	0.2800	0.5800	0.04686	4146000	470.932
445	0.1800	1.7000	1.1400	0.06824	4150000	470.967
446	1.1000	0.8400	0.4800	0.05874	4157000	471.027
447	1.4000	1.9000	0.5600	0.07332	4160000	471.053
448	1.8000	0.2200	0.3600	0.06949	4160000	471.053
449	0.2000	0.8200	1.6400	0.06639	4167000	471.114
450	1.5200	1.9200	0.3800	0.05932	4170000	471.14
451	0.4200	1.4800	0.5200	0.06408	4173000	471.166
452	1.5200	1.1600	1.9400	0.06815	4174000	471.175
453	0.3200	1.6800	0.5800	0.04913	4181000	471.235
454	0.5400	1.8400	0.0800	0.07109	4183000	471.253
455	1.6600	1.9400	0.5000	0.07042	4186000	471.279
456	0.8000	1.8600	0.8600	0.07910	4190000	471.313
457	0.1400	1.1400	1.8000	0.07344	4192000	471.331
458	1.2400	1.0400	1.7600	0.07355	4199000	471.391
459	0.6800	1.3000	1.9200	0.06807	4200000	471.4
460	0.2200	0.7600	1.8600	0.08045	4201000	471.409
461	1.4400	1.6000	0.5800	0.06366	4212000	471.504
462	0.5400	0.5200	1.4400	0.05377	4214000	471.521
